,Symbol,Name,IndustryCode,Industry
237,NICE,Nice Ltd ADR,57201020,소프트웨어
238,COKE,Coca-Cola Consolidated Inc,54101030,무알콜 음료
239,CART,Maplebear Inc,57201030,온라인 서비스
240,NWSA,News Corp Class A,53302040,소비자 출판
241,AUR,Aurora Innovation Inc,57201020,소프트웨어
242,TTEK,Tetra Tech Inc,52203010,환경 서비스 및 장비
243,AAON,Aaon Inc,52102030,전기 부품 및 장비
244,TLN,Talen Energy Corp,59101020,민자 발전 사업
245,ESLT,Elbit Systems Ltd,52101010,항공우주 및 방위
246,HLNE,Hamilton Lane Inc,55102020,투자 관리 및 펀드 운영
247,WWD,Woodward Inc,52101010,항공우주 및 방위
248,SEIC,SEI Investments Co,55102020,투자 관리 및 펀드 운영
249,MEDP,Medpace Holdings Inc,56202010,생명 공학 및 의학 연구
250,FOX,Fox Corp Class B,53302020,방송
251,CHDN,Churchill Downs Inc,53301030,카지노 및 도박
252,LBRDK,Liberty Broadband Corp Series C,53302020,방송
253,FOXA,Fox Corp Class A,53302020,방송
254,EXEL,Exelixis Inc,56202010,생명 공학 및 의학 연구
255,WYNN,Wynn Resorts Ltd,53301030,카지노 및 도박
256,GTLB,GitLab Inc,57201020,소프트웨어
257,LKQ,LKQ Corp,53101020,"자동차, 트럭 및 오토바이 부품"
258,VNOM,Viper Energy Inc,50102020,"오일, 가스 탐사 및 생산"
259,CFLT,Confluent Inc,57201020,소프트웨어
260,HTHT,H World Group Ltd ADR,53301010,"호텔, 모텔 및 크루즈 라인"
261,ROKU,Roku Inc,53302030,엔터테인먼트 제작
262,DSGX,Descartes Systems Group Inc,57201020,소프트웨어
263,DOX,Amdocs Ltd,57201010,IT 서비스 및 컨설팅
264,TEM,Tempus AI Inc,56202010,생명 공학 및 의학 연구
265,PNFP,Pinnacle Financial Partners Inc,55101010,은행
266,MKTX,Marketaxess Holdings Inc,55102050,"금융, 상품 시장 운영 및 서비스 제공"
267,RVMD,Revolution Medicines Inc,56202010,생명 공학 및 의학 연구
268,VFS,VinFast Auto Ltd,53101010,자동차 및 트럭 제조
269,ENPH,Enphase Energy Inc,50201010,재생 가능 에너지 장비 및 서비스
270,RGLD,Royal Gold Inc,51201060,금
271,MTSI,MACOM Technology Solutions Holdings Inc,57101010,반도체
272,HSIC,Henry Schein Inc,56101020,"의료 장비, 물품 및 유통"
273,WING,Wingstop Inc,53301020,레스토랑 및 바
274,AAL,American Airlines Group Inc,52406010,항공사
275,CBSH,Commerce Bancshares Inc,55101010,은행
276,ROIV,Roivant Sciences Ltd,56201040,제약
277,MASI,Masimo Corp,56101020,"의료 장비, 물품 및 유통"
278,APPF,Appfolio Inc,57201020,소프트웨어
279,DRS,Leonardo DRS Inc,52101010,항공우주 및 방위
280,WTFC,Wintrust Financial Corp,55101010,은행
281,SIRI,Sirius XM Holdings Inc,53302020,방송
282,HAS,Hasbro Inc,53205010,장난감 및 어린이 제품
283,ITCI,Intra-Cellular Therapies Inc,56201040,제약
284,ALTR,Altair Engineering Inc,57201010,IT 서비스 및 컨설팅
285,ZION,Zions Bancorporation NA,55101010,은행
286,HQY,Healthequity Inc,57201020,소프트웨어
287,MARA,MARA Holdings Inc,57301030,블록 체인 및 암호화폐
288,BRKR,Bruker Corp,56101010,첨단 의료 장비 및 기술
289,FSV,FirstService Corp,60101020,부동산 서비스
290,GLBE,Global-E Online Ltd,57201030,온라인 서비스
291,FYBR,Frontier Communications Parent Inc,57401010,통합 통신 서비스
292,DBX,Dropbox Inc,57201020,소프트웨어
293,AGNC,AGNC Investment Corp,60102040,특수 REITs
294,VERX,Vertex Inc,57201020,소프트웨어
295,RGEN,Repligen Corp,56101020,"의료 장비, 물품 및 유통"
296,LNW,Light & Wonder Inc,53301030,카지노 및 도박
297,APA,APA Corp (US),50102020,"오일, 가스 탐사 및 생산"
298,ENSG,Ensign Group Inc,56102010,의료 시설 및 서비스
299,ASND,Ascendis Pharma A/S ADR,56202010,생명 공학 및 의학 연구
300,UFPI,Ufp Industries Inc,51301010,임업 및 목재 제품
301,MTCH,Match Group Inc,57201030,온라인 서비스
302,CZR,Caesars Entertainment Inc,53301030,카지노 및 도박
303,PEGA,Pegasystems Inc,57201020,소프트웨어
304,CRDO,Credo Technology Group Holding Ltd,57101010,반도체
305,OTEX,Open Text Corp,57201020,소프트웨어
306,BILI,Bilibili Inc ADR,57201030,온라인 서비스
307,CCCS,CCC Intelligent Solutions Holdings Inc,57201020,소프트웨어
308,LSCC,Lattice Semiconductor Corp,57101010,반도체
309,OLED,Universal Display Corp,57101010,반도체
310,WBA,Walgreens Boots Alliance Inc,54301010,의약품 소매
311,CHRD,Chord Energy Corp,50102020,"오일, 가스 탐사 및 생산"
312,CIGI,Colliers International Group Inc,60101020,부동산 서비스
313,LEGN,Legend Biotech Corp ADR,56202010,생명 공학 및 의학 연구
314,MIDD,Middleby Corp,52102010,산업용 기계 및 장비
315,MKSI,MKS Instruments Inc,52102010,산업용 기계 및 장비
316,BOKF,BOK Financial Corp,55101010,은행
317,STEP,StepStone Group Inc,55102020,투자 관리 및 펀드 운영
318,CVLT,Commvault Systems Inc,57201020,소프트웨어
319,EXLS,Exlservice Holdings Inc,52203040,경영 지원 서비스
320,FRPT,Freshpet Inc,54102020,식품 가공
321,ONB,Old National Bancorp,55101010,은행
322,JAZZ,Jazz Pharmaceuticals PLC,56201040,제약
323,XP,XP Inc,55102010,투자 은행 및 중개 서비스
324,SPSC,SPS Commerce Inc,57201020,소프트웨어
325,FRHC,Freedom Holding Corp,55102010,투자 은행 및 중개 서비스
326,LYFT,Lyft Inc,57201030,온라인 서비스
327,UPST,Upstart Holdings Inc,55101030,소비자 대출
328,MDGL,Madrigal Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
329,CSWI,CSW Industrials Inc,52201020,건설 및 엔지니어링
330,CWST,Casella Waste Systems Inc,52203010,환경 서비스 및 장비
331,BPOP,Popular Inc,55101010,은행
332,WSC,Willscot Holdings Corp,52203040,경영 지원 서비스
333,OS,OneStream Inc,57201020,소프트웨어
334,BECN,Beacon Roofing Supply Inc,53203020,건설 자재 및 비품
335,GNTX,Gentex Corp,53101020,"자동차, 트럭 및 오토바이 부품"
336,ASTS,AST SpaceMobile Inc,57401020,무선 통신 서비스
337,SATS,EchoStar Corp,57401020,무선 통신 서비스
338,NUVL,Nuvalent Inc,56202010,생명 공학 및 의학 연구
339,CGNX,Cognex Corp,52102010,산업용 기계 및 장비
340,DJT,Trump Media & Technology Group Corp,57201030,온라인 서비스
341,HCP,HashiCorp Inc,57201020,소프트웨어
342,QXO,QXO Inc,57201010,IT 서비스 및 컨설팅
343,PARA,Paramount Global Class B,53302020,방송
344,GGAL,Grupo Financiero Galicia SA ADR,55101010,은행
345,CELH,Celsius Holdings Inc,54101030,무알콜 음료
346,LSTR,Landstar System Inc,52405030,지상 화물 및 물류
347,LCID,Lucid Group Inc,53101010,자동차 및 트럭 제조
348,QRVO,Qorvo Inc,57101010,반도체
349,AMKR,Amkor Technology Inc,57101020,반도체 장비 및 테스트
350,COLB,Columbia Banking System Inc,55101010,은행
351,MAT,Mattel Inc,53205010,장난감 및 어린이 제품
352,COOP,Mr Cooper Group Inc,55101030,소비자 대출
353,CRVL,CorVel Corp,56102010,의료 시설 및 서비스
354,LNTH,Lantheus Holdings Inc,56101020,"의료 장비, 물품 및 유통"
355,SIGI,Selective Insurance Group Inc,55301020,손해보험
356,CROX,Crocs Inc,53202030,제화
357,HALO,Halozyme Therapeutics Inc,56201040,제약
358,CYTK,Cytokinetics Inc,56202010,생명 공학 및 의학 연구
359,OLLI,Ollie's Bargain Outlet Holdings Inc,53402020,할인점
360,IESC,IES Holdings Inc,52201020,건설 및 엔지니어링
361,ETSY,ETSY Inc,53402010,백화점
362,RMBS,Rambus Inc,57101010,반도체
363,SAIC,Science Applications International Corp,57201010,IT 서비스 및 컨설팅
364,UMBF,UMB Financial Corp,55101010,은행
365,BPMC,Blueprint Medicines Corp,56202010,생명 공학 및 의학 연구
366,LFUS,Littelfuse Inc,57104010,전자 장비 및 부품
367,NWS,News Corp Class B,53302040,소비자 출판
368,MMSI,Merit Medical Systems Inc,56101020,"의료 장비, 물품 및 유통"
369,BZ,Kanzhun Ltd ADR,52203030,고용 서비스
370,RDNT,RadNet Inc,56102010,의료 시설 및 서비스
371,CORT,Corcept Therapeutics Inc,56201040,제약
372,CACC,Credit Acceptance Corp,55101030,소비자 대출
373,NOVT,Novanta Inc,57104010,전자 장비 및 부품
374,WFRD,Weatherford International PLC,50103020,오일 관련 서비스 및 장비
375,LITE,Lumentum Holdings Inc,57102010,통신 및 네트워킹
376,STRL,Sterling Infrastructure Inc,52201020,건설 및 엔지니어링
377,ACIW,ACI Worldwide Inc,57301010,핀테크
378,FFIN,First Financial Bankshares Inc,55101010,은행
379,VLY,Valley National Bancorp,55101010,은행
380,QFIN,Qifu Technology Inc ADR,55101030,소비자 대출
381,VKTX,Viking Therapeutics Inc,56202010,생명 공학 및 의학 연구
382,CHX,ChampionX Corp,50103020,오일 관련 서비스 및 장비
383,BCPC,Balchem Corp,51101030,특수 화학제
384,REYN,Reynolds Consumer Products Inc,54201010,가정용 제품
385,SLM,SLM Corp,55101030,소비자 대출
386,TLX,Telix Pharmaceuticals Ltd ADR,56202010,생명 공학 및 의학 연구
387,VIRT,Virtu Financial Inc,55102010,투자 은행 및 중개 서비스
388,BWIN,Baldwin Insurance Group Inc,55301010,복합보험 및 중개인
389,UBSI,United Bankshares Inc,55101010,은행
390,KRYS,Krystal Biotech Inc,56202010,생명 공학 및 의학 연구
391,ROAD,Construction Partners Inc,52201020,건설 및 엔지니어링
392,OZK,Bank Ozk,55101010,은행
393,IONS,Ionis Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
394,QLYS,Qualys Inc,57201010,IT 서비스 및 컨설팅
395,VRNS,Varonis Systems Inc,57201020,소프트웨어
396,IEP,Icahn Enterprises Units,50102030,"오일, 가스 정제 및 마케팅"
397,NXT,Nextracker Inc,50201010,재생 가능 에너지 장비 및 서비스
398,CRUS,Cirrus Logic Inc,57101010,반도체
399,AVAV,AeroVironment Inc,52101010,항공우주 및 방위
400,PI,Impinj Inc,57101010,반도체
401,TGTX,TG Therapeutics Inc,56202010,생명 공학 및 의학 연구
402,ACT,Enact Holdings Inc,55301020,손해보험
403,ITRI,Itron Inc,57104010,전자 장비 및 부품
404,NVMI,Nova Ltd,57101010,반도체
405,WAY,Waystar Holding Corp,57201020,소프트웨어
406,CRNX,Crinetics Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
407,NXST,Nexstar Media Group Inc,53302020,방송
408,RRR,Red Rock Resorts Inc,53301030,카지노 및 도박
409,TSEM,Tower Semiconductor Ltd,57101010,반도체
410,SRAD,Sportradar Group AG,57201020,소프트웨어
411,PRCT,Procept Biorobotics Corp,56101020,"의료 장비, 물품 및 유통"
412,RNA,Avidity Biosciences Inc,56201040,제약
413,LANC,Lancaster Colony Corp,54102020,식품 가공
414,BBIO,BridgeBio Pharma Inc,56201040,제약
415,HWC,Hancock Whitney Corp,55101010,은행
416,FIVE,Five Below Inc,53402010,백화점
417,TENB,Tenable Holdings Inc,57201020,소프트웨어
418,EXPO,Exponent Inc,52203040,경영 지원 서비스
419,ADMA,ADMA Biologics Inc,56201040,제약
420,CORZ,Core Scientific Inc,57301030,블록 체인 및 암호화폐
421,COLM,Columbia Sportswear Co,53202020,의류 및 액세서리
422,NSIT,Insight Enterprises Inc,57201010,IT 서비스 및 컨설팅
423,IDCC,InterDigital Inc,57102010,통신 및 네트워킹
424,SITM,SiTime Corp,57101010,반도체
425,FELE,Franklin Electric Co Inc,52102010,산업용 기계 및 장비
426,ESGR,Enstar Group Ltd,55301050,재보험
427,ZG,Zillow Group Inc Class A,60101020,부동산 서비스
428,FCFS,Firstcash Holdings Inc,55101030,소비자 대출
429,NCNO,nCino Inc,57201020,소프트웨어
430,PECO,Phillips Edison & Co Inc,60102020,상업용 REITs
431,FRSH,Freshworks Inc,57201020,소프트웨어
432,INTA,Intapp Inc,57201020,소프트웨어
433,SMTC,Semtech Corp,57101010,반도체
434,LOPE,Grand Canyon Education Inc,63101010,기타 교육 서비스 제공
435,WRD,WeRide Inc ADR,57201020,소프트웨어
436,ACLX,Arcellx Inc,56202010,생명 공학 및 의학 연구
437,AXSM,Axsome Therapeutics Inc,56201040,제약
438,AVT,Avnet Inc,57104010,전자 장비 및 부품
439,BGC,Bgc Group Inc,55102010,투자 은행 및 중개 서비스
440,ALKS,Alkermes Plc,56202010,생명 공학 및 의학 연구
441,GSHD,Goosehead Insurance Inc,55301010,복합보험 및 중개인
442,LLYVK,Liberty Media Corp Series C,53302020,방송
443,SKYW,SkyWest Inc,52406010,항공사
444,FIZZ,National Beverage Corp,54101030,무알콜 음료
445,EEFT,Euronet Worldwide Inc,52203040,경영 지원 서비스
446,IBOC,International Bancshares Corp,55101010,은행
